@relation InstanceResultListener

@attribute Key_Dataset {'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last','test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36'}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.functions.LibSVM}
@attribute Key_Scheme_options {'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7','-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7','-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 3.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7'}
@attribute Key_Scheme_version_ID {14172}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Area_under_ROC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string

@data
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',8,5,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,74,26,0,74,26,0,0.711111,0.052,0.228035,28.888889,76.011511,332.195997,27924,-27591.804003,3.32196,279.24,-275.91804,241.804466,2.418045,7279.10916,0.2,2,0,0,1,90,0.8,8,1,0.2,0.333333,0.6,0.74,0.028889,0.971111,0.26,0.78111,0.74,0.72525,0.855556,0.72525,0.74,0.156,0.015,0.15625,0.015625,138670,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',8,6,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,80,20,0,80,20,0,0.777778,0.04,0.2,22.222222,66.666505,332.195997,21480,-21147.804003,3.32196,214.8,-211.47804,262.745262,2.627453,7909.495938,0.4,4,0.033333,3,0.966667,87,0.6,6,0.571429,0.4,0.470588,0.683333,0.8,0.022222,0.977778,0.2,0.802318,0.8,0.796512,0.888889,0.796512,0.8,0.157,0.015,0.15625,0,141634,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',8,7,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,71,29,0,71,29,0,0.677778,0.058,0.240832,32.222222,80.277102,332.195997,31146,-30813.804003,3.32196,311.46,-308.13804,231.391136,2.313911,6965.633695,0.3,3,0.055556,5,0.944444,85,0.7,7,0.375,0.3,0.333333,0.622222,0.71,0.032222,0.967778,0.29,0.7288,0.71,0.698465,0.838889,0.698465,0.71,0.141,0.015,0.109375,0.015625,140622,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',8,8,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,79,21,0,79,21,0,0.766667,0.042,0.204939,23.333333,68.312839,332.195997,22554,-22221.804003,3.32196,225.54,-222.21804,259.274152,2.592742,7805.004116,0.5,5,0.022222,2,0.977778,88,0.5,5,0.714286,0.5,0.588235,0.738889,0.79,0.023333,0.976667,0.21,0.816934,0.79,0.788647,0.883333,0.788647,0.79,0.14,0.016,0.140625,0.015625,140134,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',8,9,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,899,99,70,29,0,70.707071,29.292929,0,0.674564,0.058586,0.242045,32.548061,80.682567,328.857316,31146,-30817.142684,3.321791,314.606061,-311.28427,228.097483,2.304015,6866.434725,0.6,6,0,0,1,89,0.4,4,1,0.6,0.75,0.8,0.707071,0.032164,0.967836,0.292929,0.753312,0.707071,0.712987,0.837453,0.710857,0.707071,0.14,0.016,0.140625,0.015625,139402,102527,15327,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',8,10,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,899,99,77,22,0,77.777778,22.222222,0,0.753089,0.044444,0.210819,24.691632,70.273575,328.857316,23628,-23299.142684,3.321791,238.666667,-235.344876,252.405132,2.549547,7598.16961,0.4,4,0.011236,1,0.988764,88,0.6,6,0.8,0.4,0.533333,0.694382,0.777778,0.024345,0.975655,0.222222,0.798133,0.777778,0.778411,0.876717,0.77589,0.777778,0.14,0.016,0.140625,0.015625,143550,102527,15327,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',9,1,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,77,23,0,77,23,0,0.744444,0.046,0.214476,25.555556,71.491862,332.195997,24702,-24369.804003,3.32196,247.02,-243.69804,252.274864,2.522749,7594.302549,0.3,3,0.022222,2,0.977778,88,0.7,7,0.6,0.3,0.4,0.638889,0.77,0.025556,0.974444,0.23,0.78524,0.77,0.764637,0.872222,0.764637,0.77,0.141,0.016,0.109375,0.015625,140622,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',9,2,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,77,23,0,77,23,0,0.744444,0.046,0.214476,25.555556,71.491862,332.195997,24702,-24369.804003,3.32196,247.02,-243.69804,252.274864,2.522749,7594.302549,0.4,4,0.022222,2,0.977778,88,0.6,6,0.666667,0.4,0.5,0.688889,0.77,0.025556,0.974444,0.23,0.779786,0.77,0.76436,0.872222,0.76436,0.77,0.141,0.016,0.125,0.015625,139890,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',9,3,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,75,25,0,75,25,0,0.722222,0.05,0.223607,27.777778,74.535418,332.195997,26850,-26517.804003,3.32196,268.5,-265.17804,245.389711,2.453897,7387.03683,0.6,6,0.044444,4,0.955556,86,0.4,4,0.6,0.6,0.6,0.777778,0.75,0.027778,0.972222,0.25,0.777362,0.75,0.742593,0.861111,0.742593,0.75,0.141,0.015,0.140625,0.015625,138932,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',9,4,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,82,18,0,82,18,0,0.8,0.036,0.189737,20,63.2454,332.195997,19332,-18999.804003,3.32196,193.32,-189.99804,269.60188,2.696019,8115.902694,0.6,6,0,0,1,90,0.4,4,1,0.6,0.75,0.8,0.82,0.02,0.98,0.18,0.831515,0.82,0.818131,0.9,0.818131,0.82,0.141,0.015,0.140625,0.015625,141598,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',9,5,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,80,20,0,80,20,0,0.777778,0.04,0.2,22.222222,66.666505,332.195997,21480,-21147.804003,3.32196,214.8,-211.47804,262.631126,2.626311,7906.060089,0.6,6,0.011111,1,0.988889,89,0.4,4,0.857143,0.6,0.705882,0.794444,0.8,0.022222,0.977778,0.2,0.812121,0.8,0.79882,0.888889,0.79882,0.8,0.141,0.015,0.140625,0.015625,141354,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',9,6,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,81,19,0,81,19,0,0.788889,0.038,0.194936,21.111111,64.978471,332.195997,20406,-20073.804003,3.32196,204.06,-200.73804,266.187838,2.661878,8013.128797,0.5,5,0.022222,2,0.977778,88,0.5,5,0.714286,0.5,0.588235,0.738889,0.81,0.021111,0.978889,0.19,0.815722,0.81,0.802155,0.894444,0.802155,0.81,0.14,0.016,0.125,0.015625,141128,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',9,7,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,76,24,0,76,24,0,0.733333,0.048,0.219089,26.666667,73.029497,332.195997,25776,-25443.804003,3.32196,257.76,-254.43804,248.860821,2.488608,7491.528652,0.7,7,0.033333,3,0.966667,87,0.3,3,0.7,0.7,0.7,0.833333,0.76,0.026667,0.973333,0.24,0.815778,0.76,0.753821,0.866667,0.753821,0.76,0.14,0.016,0.109375,0.015625,140360,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',9,8,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,82,18,0,82,18,0,0.8,0.036,0.189737,20,63.2454,332.195997,19332,-18999.804003,3.32196,193.32,-189.99804,269.658948,2.696589,8117.620618,0.6,6,0.011111,1,0.988889,89,0.4,4,0.857143,0.6,0.705882,0.794444,0.82,0.02,0.98,0.18,0.844095,0.82,0.819036,0.9,0.819036,0.82,0.156,0.015,0.15625,0.015625,142086,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',9,9,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,899,99,80,19,0,80.808081,19.191919,0,0.786759,0.038384,0.195918,21.324592,65.306665,328.857316,20406,-20077.142684,3.321791,206.121212,-202.799421,262.836875,2.654918,7912.197104,0.5,5,0.022472,2,0.977528,87,0.5,5,0.714286,0.5,0.588235,0.738764,0.808081,0.021065,0.978935,0.191919,0.824768,0.808081,0.806631,0.893508,0.80488,0.808081,0.157,0.015,0.125,0.015625,142086,102527,15327,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',9,10,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,899,99,75,24,0,75.757576,24.242424,0,0.730673,0.048485,0.220193,26.936326,73.398356,328.857316,25776,-25447.142684,3.321791,260.363636,-257.041845,245.46009,2.479395,7389.1025,0.3,3,0.022472,2,0.977528,87,0.7,7,0.6,0.3,0.4,0.638764,0.757576,0.02649,0.97351,0.242424,0.76212,0.757576,0.751916,0.865543,0.749397,0.757576,0.157,0.015,0.15625,0.015625,139158,102527,15327,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',10,1,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,77,23,0,77,23,0,0.744444,0.046,0.214476,25.555556,71.491862,332.195997,24702,-24369.804003,3.32196,247.02,-243.69804,252.274864,2.522749,7594.302549,0.8,8,0.077778,7,0.922222,83,0.2,2,0.533333,0.8,0.64,0.861111,0.77,0.025556,0.974444,0.23,0.798838,0.77,0.759113,0.872222,0.759113,0.77,0.156,0.016,0.15625,0.015625,139890,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',10,2,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,78,22,0,78,22,0,0.755556,0.044,0.209762,24.444444,69.92042,332.195997,23628,-23295.804003,3.32196,236.28,-232.95804,255.745974,2.55746,7698.79437,0.5,5,0.022222,2,0.977778,88,0.5,5,0.714286,0.5,0.588235,0.738889,0.78,0.024444,0.975556,0.22,0.787715,0.78,0.778541,0.877778,0.778541,0.78,0.156,0.016,0.15625,0.015625,140396,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',10,3,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,78,22,0,78,22,0,0.755556,0.044,0.209762,24.444444,69.92042,332.195997,23628,-23295.804003,3.32196,236.28,-232.95804,255.71744,2.557174,7697.935408,0.7,7,0.022222,2,0.977778,88,0.3,3,0.777778,0.7,0.736842,0.838889,0.78,0.024444,0.975556,0.22,0.815812,0.78,0.784792,0.877778,0.784792,0.78,0.14,0.016,0.140625,0.015625,142330,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',10,4,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,77,23,0,77,23,0,0.744444,0.046,0.214476,25.555556,71.491862,332.195997,24702,-24369.804003,3.32196,247.02,-243.69804,252.274864,2.522749,7594.302549,0.3,3,0.011111,1,0.988889,89,0.7,7,0.75,0.3,0.428571,0.644444,0.77,0.025556,0.974444,0.23,0.784676,0.77,0.764053,0.872222,0.764053,0.77,0.141,0.015,0.125,0.015625,140152,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',10,5,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,83,17,0,83,17,0,0.811111,0.034,0.184391,18.888889,61.463481,332.195997,18258,-17925.804003,3.32196,182.58,-179.25804,273.101524,2.731015,8221.253477,0.6,6,0,0,1,90,0.4,4,1,0.6,0.75,0.8,0.83,0.018889,0.981111,0.17,0.849564,0.83,0.825353,0.905556,0.825353,0.83,0.141,0.031,0.140625,0.03125,139890,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',10,6,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,78,22,0,78,22,0,0.755556,0.044,0.209762,24.444444,69.92042,332.195997,23628,-23295.804003,3.32196,236.28,-232.95804,255.774508,2.557745,7699.653332,0.1,1,0,0,1,90,0.9,9,1,0.1,0.181818,0.55,0.78,0.024444,0.975556,0.22,0.822332,0.78,0.752305,0.877778,0.752305,0.78,0.156,0.016,0.15625,0.015625,143062,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',10,7,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,81,19,0,81,19,0,0.788889,0.038,0.194936,21.111111,64.978471,332.195997,20406,-20073.804003,3.32196,204.06,-200.73804,266.216372,2.662164,8013.987759,0.6,6,0.022222,2,0.977778,88,0.4,4,0.75,0.6,0.666667,0.788889,0.81,0.021111,0.978889,0.19,0.834999,0.81,0.810711,0.894444,0.810711,0.81,0.156,0.016,0.125,0.015625,141110,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',10,8,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,73,27,0,73,27,0,0.7,0.054,0.232379,30,77.459479,332.195997,28998,-28665.804003,3.32196,289.98,-286.65804,238.304822,2.383048,7173.758376,0.5,5,0.055556,5,0.944444,85,0.5,5,0.5,0.5,0.5,0.722222,0.73,0.03,0.97,0.27,0.780392,0.73,0.726311,0.85,0.726311,0.73,0.156,0.016,0.15625,0.015625,140134,102418,15436,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',10,9,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,899,99,78,21,0,78.787879,21.212121,0,0.764312,0.042424,0.205971,23.569285,68.657875,328.857316,22554,-22225.142684,3.321791,227.818182,-224.496391,255.891832,2.584766,7703.129994,0.6,6,0.022472,2,0.977528,87,0.4,4,0.75,0.6,0.666667,0.788764,0.787879,0.023334,0.976666,0.212121,0.818717,0.787879,0.787748,0.882272,0.786186,0.787879,0.156,0.015,0.15625,0.015625,140866,102527,15327,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36',10,10,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 2.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,899,99,76,23,0,76.767677,23.232323,0,0.741895,0.046465,0.215557,25.813979,71.852954,328.857316,24702,-24373.142684,3.321791,249.515152,-246.19336,248.94679,2.514614,7494.062884,0.3,3,0.011236,1,0.988764,88,0.7,7,0.75,0.3,0.428571,0.644382,0.767677,0.02548,0.97452,0.232323,0.80576,0.767677,0.767542,0.871099,0.765867,0.767677,0.157,0.015,0.140625,0.015625,140866,102527,15327,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last',1,1,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,75,25,0,75,25,0,0.722222,0.05,0.223607,27.777778,74.535418,332.195997,26850,-26517.804003,3.32196,268.5,-265.17804,245.275576,2.452756,7383.600981,0.6,6,0.033333,3,0.966667,87,0.4,4,0.666667,0.6,0.631579,0.783333,0.75,0.027778,0.972222,0.25,0.776732,0.75,0.75103,0.861111,0.75103,0.75,0.297,0.015,0.28125,0.015625,153306,105933,18951,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last',1,2,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,91,9,0,91,9,0,0.9,0.018,0.134164,10,44.721251,332.195997,9666,-9333.804003,3.32196,96.66,-93.33804,300.927472,3.009275,9058.905974,1,10,0.011111,1,0.988889,89,0,0,0.909091,1,0.952381,0.994444,0.91,0.01,0.99,0.09,0.917727,0.91,0.909359,0.95,0.909359,0.91,0.281,0.016,0.28125,0.015625,152006,105933,18951,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last',1,3,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,80,20,0,80,20,0,0.777778,0.04,0.2,22.222222,66.666505,332.195997,21480,-21147.804003,3.32196,214.8,-211.47804,262.688194,2.626882,7907.778013,0.5,5,0.033333,3,0.966667,87,0.5,5,0.625,0.5,0.555556,0.733333,0.8,0.022222,0.977778,0.2,0.812604,0.8,0.797318,0.888889,0.797318,0.8,0.281,0.031,0.28125,0.03125,153578,105933,18951,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last',1,4,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,85,15,0,85,15,0,0.833333,0.03,0.173205,16.666667,57.734887,332.195997,16110,-15777.804003,3.32196,161.1,-157.77804,280.100812,2.801008,8431.955045,0.9,9,0.022222,2,0.977778,88,0.1,1,0.818182,0.9,0.857143,0.938889,0.85,0.016667,0.983333,0.15,0.852312,0.85,0.847935,0.916667,0.847935,0.85,0.297,0.016,0.28125,0.015625,153100,105933,18951,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last',1,5,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,78,22,0,78,22,0,0.755556,0.044,0.209762,24.444444,69.92042,332.195997,23628,-23295.804003,3.32196,236.28,-232.95804,255.71744,2.557174,7697.935408,0.4,4,0.011111,1,0.988889,89,0.6,6,0.8,0.4,0.533333,0.694444,0.78,0.024444,0.975556,0.22,0.78452,0.78,0.766913,0.877778,0.766913,0.78,0.296,0.016,0.296875,0.015625,150920,105933,18951,?
'test_1_new-weka.filters.unsupervised.attribute.Remove-R2-4,6-9,11-12,14-22,24,26-29,31-33,35-36-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last',1,6,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.0010 -P 0.1 -model E:\\workspace\\weka3.7',14172,20091019.0741,898,100,77,23,0,77,23,0,0.744444,0.046,0.214476,25.555556,71.491862,332.195997,24702,-24369.804003,3.32196,247.02,-243.69804,252.217796,2.522178,7592.584624,0.7,7,0.022222,2,0.977778,88,0.3,3,0.777778,0.7,0.736842,0.838889,0.77,0.025556,0.974444,0.23,0.782936,0.77,0.766738,0.872222,0.766738,0.77,0.281,0.016,0.28125,0.015625,150596,105933,18951,?
